2025.04.10 03:09:30 Features for EURUSD.r: price=1.09582, atr=0.00086786, signal=hold
2025.04.11 00:15:09 Features for USDCAD.r: price=1.39804, atr=0.00178429, signal=buy
2025.04.11 00:15:09 Features for EURUSD.r: price=1.11984, atr=0.00192357, signal=hold
2025.04.11 00:15:09 Features for USDJPY.r: price=144.44900, atr=0.22785714, signal=hold
2025.04.11 00:15:09 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 00:15:09 Features for AUDUSD.r: price=0.62261, atr=0.00146714, signal=buy
2025.04.11 00:15:09 Features for GBPUSD.r: price=1.29662, atr=0.00148357, signal=hold
2025.04.11 00:15:09 Features for USDCAD.r: price=1.39804, atr=0.00178429, signal=buy
2025.04.11 00:16:09 Features for EURUSD.r: price=1.11989, atr=0.00192571, signal=hold
2025.04.11 00:16:09 Features for USDJPY.r: price=144.44800, atr=0.20835714, signal=hold
2025.04.11 00:16:09 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 00:16:09 Features for AUDUSD.r: price=0.62274, atr=0.00147643, signal=buy
2025.04.11 00:16:09 Features for GBPUSD.r: price=1.29664, atr=0.00148571, signal=hold
2025.04.11 00:16:09 Features for USDCAD.r: price=1.39822, atr=0.00180357, signal=buy
2025.04.11 00:30:08 Features for EURUSD.r: price=1.11889, atr=0.00191143, signal=hold
2025.04.11 00:30:08 Features for USDJPY.r: price=144.46500, atr=0.18842857, signal=hold
2025.04.11 00:30:08 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 00:30:08 Features for AUDUSD.r: price=0.62224, atr=0.00136500, signal=buy
2025.04.11 00:30:08 Features for GBPUSD.r: price=1.29661, atr=0.00145000, signal=hold
2025.04.11 00:30:08 Features for USDCAD.r: price=1.39801, atr=0.00163214, signal=buy
2025.04.11 00:30:08 Features for EURUSD.r: price=1.11889, atr=0.00191143, signal=hold
2025.04.11 00:30:08 Features for USDJPY.r: price=144.46500, atr=0.18842857, signal=hold
2025.04.11 00:30:08 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 00:30:08 Features for AUDUSD.r: price=0.62224, atr=0.00136500, signal=buy
2025.04.11 00:30:08 Features for GBPUSD.r: price=1.29661, atr=0.00145000, signal=hold
2025.04.11 00:30:08 Features for USDCAD.r: price=1.39801, atr=0.00163214, signal=buy
2025.04.11 00:30:08 Features for EURUSD.r: price=1.11889, atr=0.00191143, signal=hold
2025.04.11 00:30:08 Features for USDJPY.r: price=144.46500, atr=0.18842857, signal=hold
2025.04.11 00:30:08 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 00:30:08 Features for AUDUSD.r: price=0.62224, atr=0.00136500, signal=buy
2025.04.11 00:30:08 Features for GBPUSD.r: price=1.29661, atr=0.00145000, signal=hold
2025.04.11 00:30:08 Features for USDCAD.r: price=1.39801, atr=0.00163214, signal=buy
2025.04.11 00:30:08 Features for EURUSD.r: price=1.11889, atr=0.00191143, signal=hold
2025.04.11 00:30:08 Features for USDJPY.r: price=144.46500, atr=0.18842857, signal=hold
2025.04.11 00:30:08 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 00:30:08 Features for AUDUSD.r: price=0.62224, atr=0.00136500, signal=buy
2025.04.11 00:30:08 Features for GBPUSD.r: price=1.29661, atr=0.00145000, signal=hold
2025.04.11 00:30:08 Features for USDCAD.r: price=1.39801, atr=0.00163214, signal=buy
2025.04.11 00:30:10 Features for EURUSD.r: price=1.11893, atr=0.00191429, signal=hold
2025.04.11 00:30:10 Features for USDJPY.r: price=144.46300, atr=0.18842857, signal=hold
2025.04.11 00:30:10 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 00:30:10 Features for AUDUSD.r: price=0.62224, atr=0.00136500, signal=buy
2025.04.11 00:30:10 Features for GBPUSD.r: price=1.29661, atr=0.00145000, signal=hold
2025.04.11 00:30:10 Features for USDCAD.r: price=1.39801, atr=0.00163214, signal=buy
2025.04.11 01:00:59 Features for EURUSD.r: price=1.12010, atr=0.00198143, signal=hold
2025.04.11 01:00:59 Features for USDJPY.r: price=144.52300, atr=0.18607143, signal=hold
2025.04.11 01:00:59 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 01:00:59 Features for AUDUSD.r: price=0.62249, atr=0.00119357, signal=hold
2025.04.11 01:00:59 Features for GBPUSD.r: price=1.29690, atr=0.00132143, signal=hold
2025.04.11 01:00:59 Features for USDCAD.r: price=1.39796, atr=0.00149571, signal=hold
2025.04.11 01:00:59 Features for EURUSD.r: price=1.12010, atr=0.00198143, signal=hold
2025.04.11 01:00:59 Features for USDJPY.r: price=144.52300, atr=0.18607143, signal=hold
2025.04.11 01:00:59 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 01:00:59 Features for AUDUSD.r: price=0.62249, atr=0.00119357, signal=hold
2025.04.11 01:00:59 Features for GBPUSD.r: price=1.29693, atr=0.00132143, signal=hold
2025.04.11 01:00:59 Features for USDCAD.r: price=1.39795, atr=0.00149571, signal=hold
2025.04.11 01:00:59 Features for EURUSD.r: price=1.12010, atr=0.00198143, signal=hold
2025.04.11 01:00:59 Features for USDJPY.r: price=144.52300, atr=0.18607143, signal=hold
2025.04.11 01:00:59 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 01:00:59 Features for AUDUSD.r: price=0.62249, atr=0.00119357, signal=hold
2025.04.11 01:00:59 Features for GBPUSD.r: price=1.29693, atr=0.00132143, signal=hold
2025.04.11 01:00:59 Features for USDCAD.r: price=1.39795, atr=0.00149571, signal=hold
2025.04.11 01:00:59 Features for EURUSD.r: price=1.12010, atr=0.00198143, signal=hold
2025.04.11 01:00:59 Features for USDJPY.r: price=144.52300, atr=0.18607143, signal=hold
2025.04.11 01:00:59 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 01:00:59 Features for AUDUSD.r: price=0.62249, atr=0.00119357, signal=hold
2025.04.11 01:00:59 Features for GBPUSD.r: price=1.29693, atr=0.00132143, signal=hold
2025.04.11 01:00:59 Features for USDCAD.r: price=1.39795, atr=0.00149571, signal=hold
2025.04.11 01:00:59 Features for EURUSD.r: price=1.12010, atr=0.00198143, signal=hold
2025.04.11 01:00:59 Features for USDJPY.r: price=144.52300, atr=0.18607143, signal=hold
2025.04.11 01:00:59 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 01:00:59 Features for AUDUSD.r: price=0.62249, atr=0.00119357, signal=hold
2025.04.11 01:00:59 Features for GBPUSD.r: price=1.29693, atr=0.00132143, signal=hold
2025.04.11 01:00:59 Features for USDCAD.r: price=1.39795, atr=0.00149571, signal=hold
2025.04.11 01:00:59 Features for EURUSD.r: price=1.12010, atr=0.00198143, signal=hold
2025.04.11 01:00:59 Features for USDJPY.r: price=144.52300, atr=0.18607143, signal=hold
2025.04.11 01:00:59 Features for XAUUSD.r: price=3174.35000, atr=6.06000000, signal=hold
2025.04.11 01:00:59 Features for AUDUSD.r: price=0.62249, atr=0.00119357, signal=hold
2025.04.11 01:00:59 Features for GBPUSD.r: price=1.29693, atr=0.00132143, signal=hold
2025.04.11 01:00:59 Features for USDCAD.r: price=1.39795, atr=0.00149571, signal=hold
2025.04.11 01:01:59 Features for EURUSD.r: price=1.12003, atr=0.00198143, signal=hold
2025.04.11 01:01:59 Features for USDJPY.r: price=144.46500, atr=0.18642857, signal=hold
2025.04.11 01:01:59 Features for XAUUSD.r: price=3176.15000, atr=5.72357143, signal=hold
2025.04.11 01:01:59 Features for AUDUSD.r: price=0.62233, atr=0.00119429, signal=buy
2025.04.11 01:01:59 Features for GBPUSD.r: price=1.29685, atr=0.00132143, signal=hold
2025.04.11 01:01:59 Features for USDCAD.r: price=1.39810, atr=0.00151929, signal=buy
2025.04.11 01:12:04 Features for EURUSD.r: price=1.12139, atr=0.00206500, signal=hold
2025.04.11 01:12:04 Features for USDJPY.r: price=144.23700, atr=0.20285714, signal=hold
2025.04.11 01:12:04 Features for XAUUSD.r: price=3179.95000, atr=5.92428571, signal=hold
2025.04.11 01:12:04 Features for AUDUSD.r: price=0.62337, atr=0.00124071, signal=hold
2025.04.11 01:12:04 Features for GBPUSD.r: price=1.29827, atr=0.00140500, signal=hold
2025.04.11 01:12:04 Features for USDCAD.r: price=1.39701, atr=0.00157857, signal=hold
2025.04.11 01:12:04 Features for EURUSD.r: price=1.12139, atr=0.00206500, signal=hold
2025.04.11 01:12:04 Features for USDJPY.r: price=144.23700, atr=0.20285714, signal=hold
2025.04.11 01:12:04 Features for XAUUSD.r: price=3179.95000, atr=5.92428571, signal=hold
2025.04.11 01:12:04 Features for AUDUSD.r: price=0.62337, atr=0.00124071, signal=hold
2025.04.11 01:12:04 Features for GBPUSD.r: price=1.29827, atr=0.00140500, signal=hold
2025.04.11 01:12:04 Features for USDCAD.r: price=1.39701, atr=0.00157857, signal=hold
2025.04.11 01:12:04 Features for EURUSD.r: price=1.12139, atr=0.00206500, signal=hold
2025.04.11 01:12:04 Features for USDJPY.r: price=144.23700, atr=0.20285714, signal=hold
2025.04.11 01:12:04 Features for XAUUSD.r: price=3179.95000, atr=5.92428571, signal=hold
2025.04.11 01:12:04 Features for AUDUSD.r: price=0.62337, atr=0.00124071, signal=hold
2025.04.11 01:12:04 Features for GBPUSD.r: price=1.29827, atr=0.00140500, signal=hold
2025.04.11 01:12:04 Features for USDCAD.r: price=1.39701, atr=0.00157857, signal=hold
2025.04.11 01:12:04 Features for EURUSD.r: price=1.12139, atr=0.00206500, signal=hold
2025.04.11 01:12:04 Features for USDJPY.r: price=144.23700, atr=0.20285714, signal=hold
2025.04.11 01:12:04 Features for XAUUSD.r: price=3179.95000, atr=5.92428571, signal=hold
2025.04.11 01:12:04 Features for AUDUSD.r: price=0.62337, atr=0.00124071, signal=hold
2025.04.11 01:12:04 Features for GBPUSD.r: price=1.29827, atr=0.00140500, signal=hold
2025.04.11 01:12:04 Features for USDCAD.r: price=1.39701, atr=0.00157857, signal=hold
2025.04.11 01:12:04 Features for EURUSD.r: price=1.12139, atr=0.00206500, signal=hold
2025.04.11 01:12:04 Features for USDJPY.r: price=144.23700, atr=0.20285714, signal=hold
2025.04.11 01:12:04 Features for XAUUSD.r: price=3179.95000, atr=5.92428571, signal=hold
2025.04.11 01:12:04 Features for AUDUSD.r: price=0.62337, atr=0.00124071, signal=hold
2025.04.11 01:12:04 Features for GBPUSD.r: price=1.29827, atr=0.00140500, signal=hold
2025.04.11 01:12:04 Features for USDCAD.r: price=1.39701, atr=0.00157857, signal=hold
2025.04.11 01:12:04 Features for EURUSD.r: price=1.12139, atr=0.00206500, signal=hold
2025.04.11 01:12:04 Features for USDJPY.r: price=144.23700, atr=0.20285714, signal=hold
2025.04.11 01:12:04 Features for XAUUSD.r: price=3179.95000, atr=5.92428571, signal=hold
2025.04.11 01:12:04 Features for AUDUSD.r: price=0.62337, atr=0.00124071, signal=hold
2025.04.11 01:12:04 Features for GBPUSD.r: price=1.29827, atr=0.00140500, signal=hold
2025.04.11 01:12:04 Features for USDCAD.r: price=1.39701, atr=0.00157857, signal=hold
2025.04.11 01:13:19 Features for EURUSD.r: price=1.12135, atr=0.00206500, signal=hold
2025.04.11 01:13:19 Features for USDJPY.r: price=144.25800, atr=0.20328571, signal=hold
2025.04.11 01:13:19 Features for XAUUSD.r: price=3179.86000, atr=5.93285714, signal=hold
2025.04.11 01:13:19 Features for AUDUSD.r: price=0.62348, atr=0.00124857, signal=hold
2025.04.11 01:13:19 Features for GBPUSD.r: price=1.29839, atr=0.00141143, signal=hold
2025.04.11 01:13:19 Features for USDCAD.r: price=1.39699, atr=0.00157857, signal=hold
2025.04.11 01:13:27 Features for EURUSD.r: price=1.12138, atr=0.00206500, signal=hold
2025.04.11 01:13:27 Features for USDJPY.r: price=144.24800, atr=0.20328571, signal=hold
2025.04.11 01:13:27 Features for XAUUSD.r: price=3179.77000, atr=5.93285714, signal=hold
2025.04.11 01:13:27 Features for AUDUSD.r: price=0.62344, atr=0.00124857, signal=hold
2025.04.11 01:13:27 Features for GBPUSD.r: price=1.29839, atr=0.00141143, signal=hold
2025.04.11 01:13:27 Features for USDCAD.r: price=1.39704, atr=0.00157857, signal=hold
2025.04.11 01:13:31 Features for EURUSD.r: price=1.12137, atr=0.00206500, signal=hold
2025.04.11 01:13:31 Features for USDJPY.r: price=144.25100, atr=0.20328571, signal=hold
2025.04.11 01:13:31 Features for XAUUSD.r: price=3179.75000, atr=5.93285714, signal=hold
2025.04.11 01:13:31 Features for AUDUSD.r: price=0.62345, atr=0.00124857, signal=hold
2025.04.11 01:13:31 Features for GBPUSD.r: price=1.29837, atr=0.00141143, signal=hold
2025.04.11 01:13:31 Features for USDCAD.r: price=1.39704, atr=0.00157857, signal=hold
2025.04.11 01:13:35 Features for EURUSD.r: price=1.12137, atr=0.00206500, signal=hold
2025.04.11 01:13:35 Features for USDJPY.r: price=144.25100, atr=0.20328571, signal=hold
2025.04.11 01:13:35 Features for XAUUSD.r: price=3179.76000, atr=5.93285714, signal=hold
2025.04.11 01:13:35 Features for AUDUSD.r: price=0.62345, atr=0.00124857, signal=hold
2025.04.11 01:13:35 Features for GBPUSD.r: price=1.29837, atr=0.00141143, signal=hold
2025.04.11 01:13:35 Features for USDCAD.r: price=1.39702, atr=0.00157857, signal=hold
2025.04.11 01:13:38 Features for EURUSD.r: price=1.12136, atr=0.00206500, signal=hold
2025.04.11 01:13:38 Features for USDJPY.r: price=144.21800, atr=0.20428571, signal=hold
2025.04.11 01:13:38 Features for XAUUSD.r: price=3179.79000, atr=5.93285714, signal=hold
2025.04.11 01:13:38 Features for AUDUSD.r: price=0.62345, atr=0.00124857, signal=hold
2025.04.11 01:13:38 Features for GBPUSD.r: price=1.29837, atr=0.00141143, signal=hold
2025.04.11 01:13:38 Features for USDCAD.r: price=1.39704, atr=0.00157857, signal=hold
2025.04.11 01:13:42 Features for EURUSD.r: price=1.12136, atr=0.00206500, signal=hold
2025.04.11 01:13:42 Features for USDJPY.r: price=144.22000, atr=0.20457143, signal=hold
2025.04.11 01:13:42 Features for XAUUSD.r: price=3179.80000, atr=5.93285714, signal=hold
2025.04.11 01:13:42 Features for AUDUSD.r: price=0.62344, atr=0.00124857, signal=hold
2025.04.11 01:13:42 Features for GBPUSD.r: price=1.29839, atr=0.00141143, signal=hold
2025.04.11 01:13:42 Features for USDCAD.r: price=1.39702, atr=0.00157857, signal=hold
2025.04.11 01:15:19 Features for EURUSD.r: price=1.12174, atr=0.00189500, signal=hold
2025.04.11 01:15:19 Features for USDJPY.r: price=144.19400, atr=0.19578571, signal=hold
2025.04.11 01:15:19 Features for XAUUSD.r: price=3179.67000, atr=5.59642857, signal=hold
2025.04.11 01:15:19 Features for AUDUSD.r: price=0.62350, atr=0.00114357, signal=buy
2025.04.11 01:15:19 Features for GBPUSD.r: price=1.29857, atr=0.00130071, signal=hold
2025.04.11 01:15:19 Features for USDCAD.r: price=1.39650, atr=0.00149286, signal=buy
2025.04.11 01:15:27 Features for EURUSD.r: price=1.12172, atr=0.00189500, signal=hold
2025.04.11 01:15:27 Features for USDJPY.r: price=144.21300, atr=0.19578571, signal=hold
2025.04.11 01:15:27 Features for XAUUSD.r: price=3179.05000, atr=5.62571429, signal=hold
2025.04.11 01:15:27 Features for AUDUSD.r: price=0.62354, atr=0.00114357, signal=buy
2025.04.11 01:15:27 Features for GBPUSD.r: price=1.29856, atr=0.00130071, signal=hold
2025.04.11 01:15:27 Features for USDCAD.r: price=1.39648, atr=0.00149429, signal=buy
2025.04.11 01:15:31 Features for EURUSD.r: price=1.12167, atr=0.00189500, signal=hold
2025.04.11 01:15:31 Features for USDJPY.r: price=144.23800, atr=0.19778571, signal=hold
2025.04.11 01:15:31 Features for XAUUSD.r: price=3178.93000, atr=5.63428571, signal=hold
2025.04.11 01:15:31 Features for AUDUSD.r: price=0.62353, atr=0.00114357, signal=buy
2025.04.11 01:15:31 Features for GBPUSD.r: price=1.29857, atr=0.00130071, signal=hold
2025.04.11 01:15:31 Features for USDCAD.r: price=1.39649, atr=0.00149500, signal=buy
2025.04.11 01:15:35 Features for EURUSD.r: price=1.12172, atr=0.00189500, signal=hold
2025.04.11 01:15:35 Features for USDJPY.r: price=144.23600, atr=0.19778571, signal=hold
2025.04.11 01:15:35 Features for XAUUSD.r: price=3178.93000, atr=5.63428571, signal=hold
2025.04.11 01:15:35 Features for AUDUSD.r: price=0.62355, atr=0.00114357, signal=buy
2025.04.11 01:15:35 Features for GBPUSD.r: price=1.29846, atr=0.00130071, signal=hold
2025.04.11 01:15:35 Features for USDCAD.r: price=1.39648, atr=0.00149500, signal=buy
2025.04.11 01:15:39 Features for EURUSD.r: price=1.12172, atr=0.00189500, signal=hold
2025.04.11 01:15:39 Features for USDJPY.r: price=144.22000, atr=0.19778571, signal=hold
2025.04.11 01:15:39 Features for XAUUSD.r: price=3178.89000, atr=5.63928571, signal=hold
2025.04.11 01:15:39 Features for AUDUSD.r: price=0.62354, atr=0.00114357, signal=buy
2025.04.11 01:15:39 Features for GBPUSD.r: price=1.29846, atr=0.00130071, signal=hold
2025.04.11 01:15:39 Features for USDCAD.r: price=1.39649, atr=0.00149500, signal=buy
2025.04.11 01:15:42 Features for EURUSD.r: price=1.12172, atr=0.00189500, signal=hold
2025.04.11 01:15:42 Features for USDJPY.r: price=144.21900, atr=0.19778571, signal=hold
2025.04.11 01:15:42 Features for XAUUSD.r: price=3178.86000, atr=5.63928571, signal=hold
2025.04.11 01:15:42 Features for AUDUSD.r: price=0.62356, atr=0.00114429, signal=buy
2025.04.11 01:15:42 Features for GBPUSD.r: price=1.29847, atr=0.00130071, signal=hold
2025.04.11 01:15:42 Features for USDCAD.r: price=1.39647, atr=0.00149500, signal=buy
2025.04.11 01:30:19 Features for EURUSD.r: price=1.12094, atr=0.00170071, signal=hold
2025.04.11 01:30:19 Features for USDJPY.r: price=144.25500, atr=0.20092857, signal=hold
2025.04.11 01:30:19 Features for XAUUSD.r: price=3178.23000, atr=5.50428571, signal=hold
2025.04.11 01:30:19 Features for AUDUSD.r: price=0.62247, atr=0.00110071, signal=buy
2025.04.11 01:30:19 Features for GBPUSD.r: price=1.29755, atr=0.00118429, signal=hold
2025.04.11 01:30:19 Features for USDCAD.r: price=1.39732, atr=0.00141214, signal=buy
2025.04.11 01:30:27 Features for EURUSD.r: price=1.12108, atr=0.00171143, signal=hold
2025.04.11 01:30:27 Features for USDJPY.r: price=144.24900, atr=0.20092857, signal=hold
2025.04.11 01:30:27 Features for XAUUSD.r: price=3178.37000, atr=5.50428571, signal=hold
2025.04.11 01:30:27 Features for AUDUSD.r: price=0.62261, atr=0.00111214, signal=buy
2025.04.11 01:30:27 Features for GBPUSD.r: price=1.29766, atr=0.00119571, signal=hold
2025.04.11 01:30:27 Features for USDCAD.r: price=1.39713, atr=0.00142500, signal=buy
2025.04.11 01:30:31 Features for EURUSD.r: price=1.12099, atr=0.00171143, signal=hold
2025.04.11 01:30:31 Features for USDJPY.r: price=144.28600, atr=0.20242857, signal=hold
2025.04.11 01:30:31 Features for XAUUSD.r: price=3178.38000, atr=5.50428571, signal=hold
2025.04.11 01:30:31 Features for AUDUSD.r: price=0.62265, atr=0.00111357, signal=buy
2025.04.11 01:30:31 Features for GBPUSD.r: price=1.29761, atr=0.00119571, signal=hold
2025.04.11 01:30:31 Features for USDCAD.r: price=1.39715, atr=0.00142571, signal=buy
2025.04.11 01:30:35 Features for EURUSD.r: price=1.12097, atr=0.00171143, signal=hold
2025.04.11 01:30:35 Features for USDJPY.r: price=144.29000, atr=0.20264286, signal=hold
2025.04.11 01:30:35 Features for XAUUSD.r: price=3178.38000, atr=5.50428571, signal=hold
2025.04.11 01:30:35 Features for AUDUSD.r: price=0.62266, atr=0.00111357, signal=buy
